method,variant_id,decision_date,stance,action,target_exposure,cash_votes,required_cash_votes,status,current_report_date,current_availability_date,complete_releases_available,prior_releases_used,signals
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-05,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-08,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-09,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-10,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-11,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-12,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-15,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-16,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-17,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-18,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-19,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-22,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-23,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-24,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-25,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-26,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-30,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-05-31,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-01,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-02,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-05,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-06,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-07,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-08,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-09,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-12,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-13,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-14,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-15,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-16,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-19,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-20,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-21,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-22,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-23,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-26,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-27,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-28,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-29,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-06-30,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-03,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-05,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-06,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-07,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-10,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-11,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-12,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-13,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-14,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-17,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-18,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-19,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-20,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-21,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-24,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-25,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-26,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-27,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-28,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-07-31,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-01,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-02,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-03,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-04,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-07,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-08,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-09,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-10,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-11,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-14,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-15,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-16,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-17,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-18,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-21,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-22,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-23,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-24,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-25,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-28,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-29,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-30,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-08-31,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-01,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-05,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-06,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-07,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-08,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-11,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-12,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-13,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-14,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-15,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-18,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-19,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-20,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-21,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-22,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-25,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-26,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-27,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-28,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-09-29,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-10-02,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-10-03,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-10-04,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-10-05,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-10-06,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-10-09,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
cftc_legacy_causal_2_of_3_v1,cot_26w_z075,2000-10-10,LONG,BUY_ALL,1,0,2,no_complete_release,,,0,0,[]
