decision_date,aapl_intraday_return,contextual_prior_intraday_percentile,contextual_spy_return_10,contextual_qqq_return_10,contextual_ready,contextual_raw_signal,contextual_virtual_signal,contextual_virtual_signal_blocked,contextual_virtual_signal_pending_stage_outcome,weak_trend_prior_intraday_percentile,weak_trend_spy_return_20,weak_trend_qqq_return_20,weak_trend_aapl_sma_20,weak_trend_ready,weak_trend_raw_signal,weak_trend_virtual_signal,weak_trend_virtual_signal_blocked,weak_trend_virtual_signal_pending_stage_outcome,unfiltered_union_candidate_signal,unfiltered_union_signal,unfiltered_union_signal_blocked,unfiltered_union_signal_pending_stage_outcome,stage_outcome_available,always_long_target_exposure,unfiltered_contextual_target_exposure,unfiltered_weak_trend_target_exposure,unfiltered_union_target_exposure,spy_return_20,qqq_return_20,risk_regime_ready,risk_on,union_candidate_signal,shadow_canonical_union_signal,canonical_union_cash_signal,shadow_matures_on_close,shadow_matured_now,shadow_signal_close,shadow_opportunity_risk_on,shadow_matured_signal_risk_on,shadow_label_10bps,shadow_lesson_added_now,shadow_pending,selector_regime_n_eff,selector_regime_mean,selector_regime_ready,selector_cash_prediction,selector_skip_prediction,risk_on_n_raw,risk_on_n_eff,risk_on_weighted_label_sum,risk_on_weighted_squared_label_sum,risk_on_mean,risk_on_ready,risk_on_cash_selected,not_risk_on_n_raw,not_risk_on_n_eff,not_risk_on_weighted_label_sum,not_risk_on_weighted_squared_label_sum,not_risk_on_mean,not_risk_on_ready,not_risk_on_cash_selected,selector_skip_signal,learner_cash_signal,target_exposure
1999-05-03,0.075983779128083961,,0.047779822761995216,0.078863954847453233,False,False,False,False,False,,0.024781861887199996,-0.037162943960914574,0.28944974541664126,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.024781861887199996,-0.037162943960914574,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-04,-0.036269392774346265,,0.020018792839096911,0.038248382753722332,False,False,False,False,False,,0.012537948757269657,-0.054228656573089506,0.2926303893327713,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.012537948757269657,-0.054228656573089506,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-05,0.014846313758694496,,-0.00046340299639968663,0.019400215146310407,False,False,False,False,False,,0.012438552894091126,-0.015332247225802509,0.29632555991411208,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.012438552894091126,-0.015332247225802509,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-06,-0.044297277262163814,,-0.015951873696404939,-0.04350308023504168,False,False,False,False,False,,-0.0063738792586531812,-0.058591616841142669,0.29917877018451688,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.0063738792586531812,-0.058591616841142669,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-07,0.028009341658139064,,-0.0059827441979114493,-0.042372963201892544,False,False,False,False,False,,0.00092662394487308397,-0.050951862101198064,0.3025932624936104,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.00092662394487308397,-0.050951862101198064,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-10,-0.03208584556220917,,-0.016586033498865893,-0.054535250390719825,False,False,False,False,False,,-0.014557685901019357,-0.034949205785613002,0.30596099495887757,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.014557685901019357,-0.034949205785613002,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-11,-0.0027852791237059638,,-0.011384337680250711,-0.024677735243826771,False,False,False,False,False,,0.001845732245002063,-0.0062857522232169227,0.30974970161914828,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.001845732245002063,-0.0062857522232169227,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-12,0.03621190138180963,,0.010156485363085777,0.030778255696096934,False,False,False,False,False,,0.026988737075213098,0.050295795092786255,0.31385416388511655,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.026988737075213098,0.050295795092786255,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-13,-0.0053856380493563227,,0.022330660384815681,0.019906362117369625,False,False,False,False,False,,0.035335308395916254,0.016929690118347329,0.31775980144739152,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.035335308395916254,0.016929690118347329,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-14,-0.016621905463273245,,0.0039863604870569169,-0.005817446457033526,False,False,False,False,False,,0.017105854257128517,0.027661487968686949,0.32110414654016495,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.017105854257128517,0.027661487968686949,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-17,0.014284820556640598,,-0.011054805073116958,0.017398489888679203,False,False,False,False,False,,0.036196821061816431,0.097634558457127207,0.32503317445516589,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.036196821061816431,0.097634558457127207,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-18,0.0097622954354654734,,0.0014020864515031928,0.029114285682314334,False,False,False,False,False,,0.021448947368815308,0.068476242778415131,0.32921948730945588,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.021448947368815308,0.068476242778415131,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-19,-0.0068677021906926594,,0.00069538122436085814,0.01268784091659092,False,False,False,False,False,,0.0002316559862183265,0.032334202906425524,0.33326543867588043,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.0002316559862183265,0.032334202906425524,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-20,-0.064650054562757853,,0.0008163231646474145,0.021992875404540646,False,False,False,False,False,,-0.015148572415775496,-0.022466962653824085,0.33555734902620316,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.015148572415775496,-0.022466962653824085,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-21,0.021800858838177728,,-0.012268401602066437,-0.0017697749077421054,False,False,False,False,False,,-0.01817774709147546,-0.044067747502593235,0.33733478039503095,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.01817774709147546,-0.044067747502593235,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-24,-0.038681985803404206,,-0.023845389647006776,-0.036799264561346079,False,False,False,False,False,,-0.040035922714393934,-0.089327657845018504,0.33770898729562759,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.040035922714393934,-0.089327657845018504,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-25,-0.001503632231938612,,-0.049286039880575117,-0.08280630445333359,False,False,False,False,False,,-0.060109288639902947,-0.1054405676393414,0.33611868768930436,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.060109288639902947,-0.1054405676393414,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-26,0.055388307293105399,,-0.046161090382840553,-0.076337907033362518,False,False,False,False,False,,-0.036473439458572288,-0.047909198959243282,0.33611868768930436,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.036473439458572288,-0.047909198959243282,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-27,0.0072354310985114356,,-0.063936596155180103,-0.059702125557535402,False,False,False,False,False,,-0.043033682185266819,-0.040984215570690652,0.33630577474832535,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.043033682185266819,-0.040984215570690652,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-05-28,0.017314938746018083,,-0.026745918863924967,-0.025745865411048063,False,False,False,False,False,,-0.022866177251017139,-0.031413536674562925,0.33558078259229662,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.022866177251017139,-0.031413536674562925,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-01,-0.0041663882027942467,,-0.033069819838159042,-0.064234056563647335,False,False,False,False,False,,-0.043759044499162125,-0.047953142258599701,0.33380339592695235,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.043759044499162125,-0.047953142258599701,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-02,0.046350477202015128,,-0.030331117487261139,-0.044168322841461438,False,False,False,False,False,,-0.028971557884645782,-0.01633996632846213,0.33382678180933001,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.028971557884645782,-0.01633996632846213,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-03,0.011999200195735638,,-0.031966946297288357,-0.070615466580780217,False,False,False,False,False,,-0.031293794287182819,-0.058823583470417051,0.33399047255516051,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.031293794287182819,-0.058823583470417051,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-04,0.010500405239206145,,-0.0065249839345079552,-0.015078504061332931,False,False,False,False,False,,-0.0057139872653952928,0.0065827516820997634,0.33534695357084277,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.0057139872653952928,0.0065827516820997634,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-07,0.016882026880822076,,0.0016405817634224107,0.014775527111212439,False,False,False,False,False,,-0.01064794715457873,0.012979602846340255,0.33649293482303622,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.01064794715457873,0.012979602846340255,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-08,-0.021795773565403631,,0.0085797100255189385,0.015160909953292778,False,False,False,False,False,,-0.015470266150104606,-0.022196264944415178,0.33740501254796984,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.015470266150104606,-0.022196264944415178,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-09,0.021081419814007241,,0.024224430872435532,0.067084574923760742,False,False,False,False,False,,-0.026255535274202657,-0.021276755264832303,0.33878484666347503,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.026255535274202657,-0.021276755264832303,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-10,0.0052239383504577575,,0.0035945624231328299,0.026227303235803134,False,False,False,False,False,,-0.042732456880608782,-0.052112741233709903,0.33939291089773177,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.042732456880608782,-0.052112741233709903,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-11,-0.035065002711552995,,0.0097233214565100035,0.011600004669718222,False,False,False,False,False,,-0.054834950775921931,-0.048794665823076566,0.33948650062084196,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.054834950775921931,-0.048794665823076566,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-14,-0.022850391670547698,,-0.0020403417975600746,-0.023574129467165861,False,False,False,False,False,,-0.028731689845312824,-0.048713058513769725,0.33988409489393234,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.028731689845312824,-0.048713058513769725,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-15,0.019362497988051341,,0.0081893068752330045,0.013513956032925822,False,False,False,False,False,,-0.02515133186588947,-0.051588156746939062,0.34051554203033446,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.02515133186588947,-0.051588156746939062,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-16,0.033690501321862909,,0.026468004833796632,0.047870625201210659,False,False,False,False,False,,-0.0046659168177317634,0.001587937131239503,0.3415211573243141,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.0046659168177317634,0.001587937131239503,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-17,-0.026245020716119782,,0.030390352369364271,0.074755467522591434,False,False,False,False,False,,-0.002548080690071175,-0.0011388912767610337,0.34196553081274034,False,False,False,False,False,False,False,False,False,True,1,1,1,1,-0.002548080690071175,-0.0011388912767610337,True,False,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-18,0.038567487033472903,,0.011253675857346712,0.047562920843159162,False,False,False,False,False,,0.0046552618686654945,0.031767239086723631,0.34369618743658065,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.0046552618686654945,0.031767239086723631,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
1999-06-21,-0.010637614132579576,,0.010997673544310693,0.056930412385051143,False,False,False,False,False,,0.012656297890389911,0.072547116347911444,0.34465507715940474,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0.012656297890389911,0.072547116347911444,True,True,False,False,False,,False,,False,False,,False,False,,,False,False,False,0,0,0,0,,False,False,0,0,0,0,,False,True,False,False,1
