decision_date,aapl_intraday_return,contextual_prior_intraday_percentile,contextual_spy_return_10,contextual_qqq_return_10,contextual_ready,contextual_raw_signal,contextual_virtual_signal,contextual_virtual_signal_blocked,contextual_virtual_signal_pending_stage_outcome,weak_trend_prior_intraday_percentile,weak_trend_spy_return_20,weak_trend_qqq_return_20,weak_trend_aapl_sma_20,weak_trend_ready,weak_trend_raw_signal,weak_trend_virtual_signal,weak_trend_virtual_signal_blocked,weak_trend_virtual_signal_pending_stage_outcome,unfiltered_union_candidate_signal,unfiltered_union_signal,unfiltered_union_signal_blocked,unfiltered_union_signal_pending_stage_outcome,stage_outcome_available,always_long_target_exposure,unfiltered_contextual_target_exposure,unfiltered_weak_trend_target_exposure,unfiltered_union_target_exposure,aapl_intraday_rank_126,feature_intercept,feature_weak_only,feature_expert_overlap,feature_tail_strength,feature_market_sentiment_10,feature_market_sentiment_20,feature_aapl_trend,union_candidate_signal,shadow_canonical_union_signal,canonical_union_cash_signal,shadow_matures_on_close,shadow_matured_now,shadow_signal_close,shadow_label_10bps,shadow_lesson_added_now,shadow_pending,n_raw,n_eff,wins,label_sum,squared_label_sum,model_mu,model_se,model_upper,model_ready,model_veto_prediction,veto,state_A_0_0,state_A_0_1,state_A_0_2,state_A_0_3,state_A_0_4,state_A_0_5,state_A_0_6,state_b_0,model_beta_0,state_A_1_1,state_A_1_2,state_A_1_3,state_A_1_4,state_A_1_5,state_A_1_6,state_b_1,model_beta_1,state_A_2_2,state_A_2_3,state_A_2_4,state_A_2_5,state_A_2_6,state_b_2,model_beta_2,state_A_3_3,state_A_3_4,state_A_3_5,state_A_3_6,state_b_3,model_beta_3,state_A_4_4,state_A_4_5,state_A_4_6,state_b_4,model_beta_4,state_A_5_5,state_A_5_6,state_b_5,model_beta_5,state_A_6_6,state_b_6,model_beta_6,learner_cash_signal,target_exposure
1999-04-15,0.010600013209914882,,0.033350018065031461,0.020250635294085217,False,False,False,False,False,,0.021680291880667113,0.038181670999809292,0.26531440615653989,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.26800326679558339,0.1995398762682547,0.084168511266229373,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-16,-0.012197428693418888,,0.016912410207813089,-0.029755448034799237,False,False,False,False,False,,-0.0030223600110104165,-0.011296382105348335,0.26529101729393006,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.064215189134930739,-0.047729140387862509,-0.0030931207282969275,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-19,-0.050788007202210883,,-0.021949230530295516,-0.10754544007800648,False,False,False,False,False,,-0.0014460064048380517,-0.032946593075091068,0.26543132811784742,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.64747335304150999,-0.1146419982664304,-0.4489306167220275,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-20,0.005534695753330432,,-0.0073340257398643027,-0.089070246448674562,False,False,False,False,False,,0.009139037770160563,0.0012350857777496671,0.26505711823701861,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.48202136094269432,0.034580411826367438,-0.38250970316138111,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-21,0.011032036435348669,,0.012907937467390385,-0.034071468551856277,False,False,False,False,False,,0.068845729060538874,0.088988523575444844,0.26557163819670676,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.10581765542232946,0.5261141754532791,-0.31305372356172145,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-22,0.037434017457118163,,0.0097332581422919784,-0.015774788495721226,False,False,False,False,False,,0.07288851646308947,0.081733521071828186,0.26657730117440226,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.030207651767146237,0.51540679178305893,0.21187619310449213,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-23,0.081032306682132127,,0.0069509539220313776,-0.0089584969613949461,False,False,False,False,False,,0.048745286208149885,0.057347560447929213,0.26858858540654185,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.010037715196817842,0.35364282218693033,0.91905189069194204,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-26,0.036389981226884194,,0.0020625572413448534,0.020715785134454601,False,False,False,False,False,,0.062469060162323453,0.093448015321647038,0.27146517485380173,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.11389171187899727,0.51972358494656834,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-27,0.0639518510353565,,0.013382419912515875,0.018857339450984334,False,False,False,False,False,,0.046461396959884604,0.039044446326106375,0.27534742504358289,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.16119879681750104,0.28501947761996993,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-28,-0.012606735654755674,,0.016663014053785341,0.018934760496581271,False,False,False,False,False,,0.037604685254732262,0.01056324317835533,0.27841109484434129,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.17798887275183306,0.16055976144362533,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-29,-0.0057799346212087377,,0.012720588861343085,-0.002918573811857339,False,False,False,False,False,,0.046494838794697957,0.017272958508385061,0.28105383813381196,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.04901007524742873,0.21255932434361008,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-04-30,0.045454238564391902,,0.01306740239350157,0.033674835980989304,False,False,False,False,False,,0.030200813870944199,0.0029173781140774402,0.28477234393358231,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.23371119187245437,0.11039397328340547,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-03,0.075983779128083961,,0.047779822761995216,0.078863954847453233,False,False,False,False,False,,0.024781861887199996,-0.037162943960914574,0.28944974541664126,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.63321888804724225,-0.041270273579048597,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-04,-0.036269392774346265,,0.020018792839096911,0.038248382753722332,False,False,False,False,False,,0.012537948757269657,-0.054228656573089506,0.2926303893327713,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.29133587796409621,-0.13896902605273284,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-05,0.014846313758694496,,-0.00046340299639968663,0.019400215146310407,False,False,False,False,False,,0.012438552894091126,-0.015332247225802509,0.29632555991411208,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.0946840607495536,-0.0096456477723712766,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-06,-0.044297277262163814,,-0.015951873696404939,-0.04350308023504168,False,False,False,False,False,,-0.0063738792586531812,-0.058591616841142669,0.29917877018451688,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.2972747696572331,-0.21655165366598617,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-07,0.028009341658139064,,-0.0059827441979114493,-0.042372963201892544,False,False,False,False,False,,0.00092662394487308397,-0.050951862101198064,0.3025932624936104,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.24177853699901997,-0.1667507938544166,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-10,-0.03208584556220917,,-0.016586033498865893,-0.054535250390719825,False,False,False,False,False,,-0.014557685901019357,-0.034949205785613002,0.30596099495887757,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.35560641944792859,-0.16502297228877455,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-11,-0.0027852791237059638,,-0.011384337680250711,-0.024677735243826771,False,False,False,False,False,,0.001845732245002063,-0.0062857522232169227,0.30974970161914828,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.18031036462038741,-0.014800066594049532,0.81204859360179515,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-12,0.03621190138180963,,0.010156485363085777,0.030778255696096934,False,False,False,False,False,,0.026988737075213098,0.050295795092786255,0.31385416388511655,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.20467370529591355,0.25761510722666453,1,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-13,-0.0053856380493563227,,0.022330660384815681,0.019906362117369625,False,False,False,False,False,,0.035335308395916254,0.016929690118347329,0.31775980144739152,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.21118511251092653,0.17421666171421196,0.87803641889026673,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-14,-0.016621905463273245,,0.0039863604870569169,-0.005817446457033526,False,False,False,False,False,,0.017105854257128517,0.027661487968686949,0.32110414654016495,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,-0.0091554298498830455,0.14922447408605155,0.3423099643279337,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-17,0.014284820556640598,,-0.011054805073116958,0.017398489888679203,False,False,False,False,False,,0.036196821061816431,0.097634558457127207,0.32503317445516589,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.031718424077811225,0.44610459839647881,0.21729126547188393,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-18,0.0097622954354654734,,0.0014020864515031928,0.029114285682314334,False,False,False,False,False,,0.021448947368815308,0.068476242778415131,0.32921948730945588,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.15258186066908763,0.2997506338241015,0.28628912974213439,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
1999-05-19,-0.0068677021906926594,,0.00069538122436085814,0.01268784091659092,False,False,False,False,False,,0.0002316559862183265,0.032334202906425524,0.33326543867588043,False,False,False,False,False,False,False,False,False,True,1,1,1,1,,1,0,0,,0.066916110704758891,0.1085528629754795,0.14737225221567618,False,False,False,,False,,,False,False,0,0,0,0,0,,,,False,False,False,2500,0,0,0,0,0,0,0,,2500,0,0,0,0,0,0,,2500,0,0,0,0,0,,2500,0,0,0,0,,2500,0,0,0,,2500,0,0,,2500,0,,False,1
